"gene_symbol","go_id","go_description","p_adjusted"
"Adh5","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Ces1d","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Ces2e","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Cyp1a2","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Cyp2c54","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Cyp3a11","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Cyp2e1","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Cyp3a41b","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Cyp2s1","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Cyp1a1","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Ces1f","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Cyp3a16","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Cyp3a44","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Adh4","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Cyp2c67","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Cyp2c40","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Adh7","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Cyp2c66","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Cyp2c69","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Ces2c","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Ces1e","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Cyp2c65","GO:0006721","terpenoid metabolic process",1.54679220082231e-35
"Cyp2c55","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Adh1","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Cyp1b1","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Gusb","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Cyp3a41a","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Cyp2c68","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Adh5","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Ces1d","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Ces2e","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Cyp1a2","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Cyp2c54","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Cyp3a11","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Cyp3a41b","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Cyp2s1","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Cyp1a1","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Ces1f","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Cyp3a16","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Cyp3a44","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Adh4","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Cyp2c67","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Cyp2c40","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Adh7","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Cyp2c66","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
"Cyp2c69","GO:0016101","diterpenoid metabolic process",2.07927262615915e-35
