"gene_symbol","go_id","go_description","p_adjusted"
"Ces1c","GO:0016298","lipase activity",4.57255029067543e-05
"Ces1h","GO:0016298","lipase activity",4.57255029067543e-05
"Ces1d","GO:0016298","lipase activity",4.57255029067543e-05
"Ces1a","GO:0016298","lipase activity",4.57255029067543e-05
"Gsta5","GO:0004769","steroid Delta-isomerase activity",4.57255029067543e-05
"Gsta2","GO:0004769","steroid Delta-isomerase activity",4.57255029067543e-05
"Gsta3","GO:0004769","steroid Delta-isomerase activity",4.57255029067543e-05
"Gsta1","GO:0004769","steroid Delta-isomerase activity",4.57255029067543e-05
"Gstm4","GO:0016846","carbon-sulfur lyase activity",4.57255029067543e-05
"Mgst2","GO:0016846","carbon-sulfur lyase activity",4.57255029067543e-05
"Mgst3","GO:0016846","carbon-sulfur lyase activity",4.57255029067543e-05
"Hccs","GO:0016846","carbon-sulfur lyase activity",4.57255029067543e-05
"Akr1c21","GO:0045550","geranylgeranyl reductase activity",4.57255029067543e-05
"Akr1b7","GO:0045550","geranylgeranyl reductase activity",4.57255029067543e-05
"Akr1b10","GO:0045550","geranylgeranyl reductase activity",4.57255029067543e-05
"Akr1b8","GO:0045550","geranylgeranyl reductase activity",4.57255029067543e-05
"Akr1c21","GO:0033764","steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",5.86527761703051e-05
"Cbr3","GO:0033764","steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",5.86527761703051e-05
"Akr1b7","GO:0033764","steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",5.86527761703051e-05
"Akr1b10","GO:0033764","steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",5.86527761703051e-05
"Akr1b8","GO:0033764","steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",5.86527761703051e-05
"Hsd11b1","GO:0033764","steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",5.86527761703051e-05
"Akr1c21","GO:0016229","steroid dehydrogenase activity",8.39077094344609e-05
"Cbr3","GO:0016229","steroid dehydrogenase activity",8.39077094344609e-05
"Akr1b7","GO:0016229","steroid dehydrogenase activity",8.39077094344609e-05
"Akr1b10","GO:0016229","steroid dehydrogenase activity",8.39077094344609e-05
"Akr1b8","GO:0016229","steroid dehydrogenase activity",8.39077094344609e-05
"Hsd11b1","GO:0016229","steroid dehydrogenase activity",8.39077094344609e-05
"Akr1b1","GO:0052650","all-trans-retinol dehydrogenase (NADP+) activity",8.80666497739747e-05
"Akr1b7","GO:0052650","all-trans-retinol dehydrogenase (NADP+) activity",8.80666497739747e-05
"Akr1b10","GO:0052650","all-trans-retinol dehydrogenase (NADP+) activity",8.80666497739747e-05
"Akr1b8","GO:0052650","all-trans-retinol dehydrogenase (NADP+) activity",8.80666497739747e-05
"Cyp1b1","GO:0016835","carbon-oxygen lyase activity",8.82307165267433e-05
"Cyp1a1","GO:0016835","carbon-oxygen lyase activity",8.82307165267433e-05
"Cyp1a2","GO:0016835","carbon-oxygen lyase activity",8.82307165267433e-05
"Hmbs","GO:0016835","carbon-oxygen lyase activity",8.82307165267433e-05
"Alad","GO:0016835","carbon-oxygen lyase activity",8.82307165267433e-05
"Cyp2s1","GO:0016835","carbon-oxygen lyase activity",8.82307165267433e-05
"Uros","GO:0016835","carbon-oxygen lyase activity",8.82307165267433e-05
"Fxn","GO:0008198","ferrous iron binding",0.000211495584667729
"Ftl1","GO:0008198","ferrous iron binding",0.000211495584667729
"Ftmt","GO:0008198","ferrous iron binding",0.000211495584667729
"Fth1","GO:0008198","ferrous iron binding",0.000211495584667729
"Urod","GO:0008198","ferrous iron binding",0.000211495584667729
"Gsta5","GO:0016860","intramolecular oxidoreductase activity",0.000212724877308805
"Gsta2","GO:0016860","intramolecular oxidoreductase activity",0.000212724877308805
"Gsta3","GO:0016860","intramolecular oxidoreductase activity",0.000212724877308805
"Hpgds","GO:0016860","intramolecular oxidoreductase activity",0.000212724877308805
"Cyp2s1","GO:0016860","intramolecular oxidoreductase activity",0.000212724877308805
"Gsta1","GO:0016860","intramolecular oxidoreductase activity",0.000212724877308805
"Akr1c21","GO:0070402","NADPH binding",0.000390885129547995
"Cbr3","GO:0070402","NADPH binding",0.000390885129547995
"Akr1b10","GO:0070402","NADPH binding",0.000390885129547995
"Akr1b8","GO:0070402","NADPH binding",0.000390885129547995
"Mmab","GO:0019842","vitamin binding",0.000686616624967141
"Alas2","GO:0019842","vitamin binding",0.000686616624967141
"Akr1b10","GO:0019842","vitamin binding",0.000686616624967141
"Adh7","GO:0019842","vitamin binding",0.000686616624967141
"Adh4","GO:0019842","vitamin binding",0.000686616624967141
"Alas1","GO:0019842","vitamin binding",0.000686616624967141
"Akr1b8","GO:0019842","vitamin binding",0.000686616624967141
"Uros","GO:0019842","vitamin binding",0.000686616624967141
"Gsta5","GO:0016863","intramolecular oxidoreductase activity, transposing C=C bonds",0.000815812457455994
"Gsta2","GO:0016863","intramolecular oxidoreductase activity, transposing C=C bonds",0.000815812457455994
"Gsta3","GO:0016863","intramolecular oxidoreductase activity, transposing C=C bonds",0.000815812457455994
"Gsta1","GO:0016863","intramolecular oxidoreductase activity, transposing C=C bonds",0.000815812457455994
"Cyp2c39","GO:0008405","arachidonate 11,12-epoxygenase activity",0.00151826506402681
"Cyp2c38","GO:0008405","arachidonate 11,12-epoxygenase activity",0.00151826506402681
"Cyp2c23","GO:0008405","arachidonate 11,12-epoxygenase activity",0.00151826506402681
"Nat3","GO:0016413","O-acetyltransferase activity",0.00151826506402681
"Nat2","GO:0016413","O-acetyltransferase activity",0.00151826506402681
"Nat1","GO:0016413","O-acetyltransferase activity",0.00151826506402681
"Cyp2c50","GO:0071614","linoleic acid epoxygenase activity",0.00151826506402681
"Cyp2c54","GO:0071614","linoleic acid epoxygenase activity",0.00151826506402681
"Cyp2c55","GO:0071614","linoleic acid epoxygenase activity",0.00151826506402681
"Umps","GO:0016763","pentosyltransferase activity",0.00196227312642215
"Tymp","GO:0016763","pentosyltransferase activity",0.00196227312642215
"Upp1","GO:0016763","pentosyltransferase activity",0.00196227312642215
"Hprt1","GO:0016763","pentosyltransferase activity",0.00196227312642215
"Upp2","GO:0016763","pentosyltransferase activity",0.00196227312642215
"Akr1c21","GO:0036130","prostaglandin H2 endoperoxidase reductase activity",0.00197037096665093
"Akr1b1","GO:0036130","prostaglandin H2 endoperoxidase reductase activity",0.00197037096665093
"Akr1b7","GO:0036130","prostaglandin H2 endoperoxidase reductase activity",0.00197037096665093
"Akr1c21","GO:0004745","all-trans-retinol dehydrogenase (NAD+) activity",0.00245368211281935
"Adh7","GO:0004745","all-trans-retinol dehydrogenase (NAD+) activity",0.00245368211281935
"Adh4","GO:0004745","all-trans-retinol dehydrogenase (NAD+) activity",0.00245368211281935
"Adh1","GO:0004745","all-trans-retinol dehydrogenase (NAD+) activity",0.00245368211281935
"Gstp2","GO:0015643","toxic substance binding",0.00391591407166618
"Gsta4","GO:0015643","toxic substance binding",0.00391591407166618
"Gstp1","GO:0015643","toxic substance binding",0.00391591407166618
"Fmo9","GO:0016174","NAD(P)H oxidase H2O2-forming activity",0.00474090165451648
"Fmo13","GO:0016174","NAD(P)H oxidase H2O2-forming activity",0.00474090165451648
"Fmo5","GO:0016174","NAD(P)H oxidase H2O2-forming activity",0.00474090165451648
"Akr1b7","GO:0004303","estradiol 17-beta-dehydrogenase [NAD(P)+] activity",0.00566338327773483
"Akr1b10","GO:0004303","estradiol 17-beta-dehydrogenase [NAD(P)+] activity",0.00566338327773483
"Akr1b8","GO:0004303","estradiol 17-beta-dehydrogenase [NAD(P)+] activity",0.00566338327773483
"Akr1b10","GO:0016918","retinal binding",0.0078127647147568
"Adh4","GO:0016918","retinal binding",0.0078127647147568
"Akr1b8","GO:0016918","retinal binding",0.0078127647147568
"Fmo9","GO:0050664","oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",0.0078127647147568
"Fmo13","GO:0050664","oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",0.0078127647147568
"Fmo5","GO:0050664","oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",0.0078127647147568
"Aldh9a1","GO:0043176","amine binding",0.00904490655118425
"Maoa","GO:0043176","amine binding",0.00904490655118425
"Hmbs","GO:0043176","amine binding",0.00904490655118425
"Alas2","GO:0016410","N-acyltransferase activity",0.0281246883300246
"Nat3","GO:0016410","N-acyltransferase activity",0.0281246883300246
"Alas1","GO:0016410","N-acyltransferase activity",0.0281246883300246
"Nat2","GO:0016410","N-acyltransferase activity",0.0281246883300246
"Nat1","GO:0016410","N-acyltransferase activity",0.0281246883300246
"Akr1c21","GO:0047020","15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity",0.0414130864518057
"Cbr1","GO:0047020","15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity",0.0414130864518057
"Akr1c21","GO:0047115","trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity",0.0414130864518057
"Dhdh","GO:0047115","trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity",0.0414130864518057
"Cyp1a2","GO:0098809","nitrite reductase activity",0.0414130864518057
"Xdh","GO:0098809","nitrite reductase activity",0.0414130864518057
"Ugp2","GO:0019103","pyrimidine nucleotide binding",0.0498651563406042
"Dut","GO:0019103","pyrimidine nucleotide binding",0.0498651563406042
