"gene_entrez_id","gene_symbol","pathway_id","pathway_description","p_adjusted"
"18126","Nos2","mmu00220","Arginine biosynthesis",0.00265097482363907
"12290","Cacna1e","mmu04930","Type II diabetes mellitus",0.00277925284921331
"56717","Mtor","mmu04930","Type II diabetes mellitus",0.00277925284921331
"18746","Pkm","mmu04930","Type II diabetes mellitus",0.00277925284921331
"21926","Tnf","mmu04930","Type II diabetes mellitus",0.00277925284921331
"56458","Foxo1","mmu04152","AMPK signaling pathway",0.00303472474752956
"16847","Lepr","mmu04152","AMPK signaling pathway",0.00303472474752956
"56717","Mtor","mmu04152","AMPK signaling pathway",0.00303472474752956
"19017","Ppargc1a","mmu04152","AMPK signaling pathway",0.00303472474752956
"93759","Sirt1","mmu04152","AMPK signaling pathway",0.00303472474752956
"11651","Akt1","mmu04152","AMPK signaling pathway",0.00303472474752956
"16653","Kras","mmu05203","Viral carcinogenesis",0.00311363967770061
"12028","Bax","mmu05203","Viral carcinogenesis",0.00311363967770061
"12367","Casp3","mmu05203","Viral carcinogenesis",0.00311363967770061
"18746","Pkm","mmu05203","Viral carcinogenesis",0.00311363967770061
"12534","Cdk1","mmu05203","Viral carcinogenesis",0.00311363967770061
"20848","Stat3","mmu05203","Viral carcinogenesis",0.00311363967770061
"20963","Syk","mmu05203","Viral carcinogenesis",0.00311363967770061
"12575","Cdkn1a","mmu05203","Viral carcinogenesis",0.00311363967770061
"14645","Glul","mmu04217","Necroptosis",0.00322488967197477
"21898","Tlr4","mmu04217","Necroptosis",0.00322488967197477
"12028","Bax","mmu04217","Necroptosis",0.00322488967197477
"20848","Stat3","mmu04217","Necroptosis",0.00322488967197477
"15975","Ifnar1","mmu04217","Necroptosis",0.00322488967197477
"21926","Tnf","mmu04217","Necroptosis",0.00322488967197477
"12322","Camk2a","mmu04217","Necroptosis",0.00322488967197477
"56717","Mtor","mmu05207","Chemical carcinogenesis - receptor activation",0.00332800125178809
"16653","Kras","mmu05207","Chemical carcinogenesis - receptor activation",0.00332800125178809
"110834","Chrna3","mmu05207","Chemical carcinogenesis - receptor activation",0.00332800125178809
"108015","Chrnb4","mmu05207","Chemical carcinogenesis - receptor activation",0.00332800125178809
"20848","Stat3","mmu05207","Chemical carcinogenesis - receptor activation",0.00332800125178809
"11651","Akt1","mmu05207","Chemical carcinogenesis - receptor activation",0.00332800125178809
"22339","Vegfa","mmu05207","Chemical carcinogenesis - receptor activation",0.00332800125178809
"14179","Fgf8","mmu05207","Chemical carcinogenesis - receptor activation",0.00332800125178809
"14960","H2-Aa","mmu04658","Th1 and Th2 cell differentiation",0.0034647169338518
"14961","H2-Ab1","mmu04658","Th1 and Th2 cell differentiation",0.0034647169338518
"14969","H2-Eb1","mmu04658","Th1 and Th2 cell differentiation",0.0034647169338518
"100504404","H2-Ea","mmu04658","Th1 and Th2 cell differentiation",0.0034647169338518
"26416","Mapk14","mmu04658","Th1 and Th2 cell differentiation",0.0034647169338518
"12550","Cdh1","mmu04514","Cell adhesion molecule (CAM) interaction",0.00357799727548911
"16412","Itgb1","mmu04514","Cell adhesion molecule (CAM) interaction",0.00357799727548911
"14960","H2-Aa","mmu04514","Cell adhesion molecule (CAM) interaction",0.00357799727548911
"14961","H2-Ab1","mmu04514","Cell adhesion molecule (CAM) interaction",0.00357799727548911
"14969","H2-Eb1","mmu04514","Cell adhesion molecule (CAM) interaction",0.00357799727548911
"100504404","H2-Ea","mmu04514","Cell adhesion molecule (CAM) interaction",0.00357799727548911
"12558","Cdh2","mmu04514","Cell adhesion molecule (CAM) interaction",0.00357799727548911
"21808","Tgfb2","mmu04060","Cytokine-cytokine receptor interaction",0.00376989762196669
"16847","Lepr","mmu04060","Cytokine-cytokine receptor interaction",0.00376989762196669
"16193","Il6","mmu04060","Cytokine-cytokine receptor interaction",0.00376989762196669
"20296","Ccl2","mmu04060","Cytokine-cytokine receptor interaction",0.00376989762196669
"18053","Ngfr","mmu04060","Cytokine-cytokine receptor interaction",0.00376989762196669
"15975","Ifnar1","mmu04060","Cytokine-cytokine receptor interaction",0.00376989762196669
"21926","Tnf","mmu04060","Cytokine-cytokine receptor interaction",0.00376989762196669
"16992","Lta","mmu04060","Cytokine-cytokine receptor interaction",0.00376989762196669
"12982","Csf2ra","mmu04060","Cytokine-cytokine receptor interaction",0.00376989762196669
"18127","Nos3","mmu04915","Estrogen signaling pathway",0.00376989762196669
"16653","Kras","mmu04915","Estrogen signaling pathway",0.00376989762196669
"16439","Itpr2","mmu04915","Estrogen signaling pathway",0.00376989762196669
"11651","Akt1","mmu04915","Estrogen signaling pathway",0.00376989762196669
"193740","Hspa1a","mmu04915","Estrogen signaling pathway",0.00376989762196669
"15511","Hspa1b","mmu04915","Estrogen signaling pathway",0.00376989762196669
"16439","Itpr2","mmu04728","Dopaminergic synapse",0.00418907344941646
"13489","Drd2","mmu04728","Dopaminergic synapse",0.00418907344941646
"11651","Akt1","mmu04728","Dopaminergic synapse",0.00418907344941646
"13488","Drd1","mmu04728","Dopaminergic synapse",0.00418907344941646
"26416","Mapk14","mmu04728","Dopaminergic synapse",0.00418907344941646
"12322","Camk2a","mmu04728","Dopaminergic synapse",0.00418907344941646
"12064","Bdnf","mmu05016","Huntington disease",0.00508831710858197
"56717","Mtor","mmu05016","Huntington disease",0.00508831710858197
"19017","Ppargc1a","mmu05016","Huntington disease",0.00508831710858197
"15194","Htt","mmu05016","Huntington disease",0.00508831710858197
"12028","Bax","mmu05016","Huntington disease",0.00508831710858197
"12367","Casp3","mmu05016","Huntington disease",0.00508831710858197
"22152","Tubb3","mmu05016","Huntington disease",0.00508831710858197
"20655","Sod1","mmu05016","Huntington disease",0.00508831710858197
"20656","Sod2","mmu05016","Huntington disease",0.00508831710858197
"16653","Kras","mmu04062","Chemokine signaling pathway",0.00511338183940434
"20296","Ccl2","mmu04062","Chemokine signaling pathway",0.00511338183940434
"20848","Stat3","mmu04062","Chemokine signaling pathway",0.00511338183940434
"11651","Akt1","mmu04062","Chemokine signaling pathway",0.00511338183940434
"14083","Ptk2","mmu04062","Chemokine signaling pathway",0.00511338183940434
"19877","Rock1","mmu04062","Chemokine signaling pathway",0.00511338183940434
"14773","Grk5","mmu04062","Chemokine signaling pathway",0.00511338183940434
"16193","Il6","mmu04657","IL-17 signaling pathway",0.00527684483406564
"12367","Casp3","mmu04657","IL-17 signaling pathway",0.00527684483406564
"20296","Ccl2","mmu04657","IL-17 signaling pathway",0.00527684483406564
"21926","Tnf","mmu04657","IL-17 signaling pathway",0.00527684483406564
"26416","Mapk14","mmu04657","IL-17 signaling pathway",0.00527684483406564
"19220","Ptgfr","mmu04072","Phospholipase D signaling pathway",0.00621117158594319
"56717","Mtor","mmu04072","Phospholipase D signaling pathway",0.00621117158594319
"16653","Kras","mmu04072","Phospholipase D signaling pathway",0.00621117158594319
"11651","Akt1","mmu04072","Phospholipase D signaling pathway",0.00621117158594319
"20963","Syk","mmu04072","Phospholipase D signaling pathway",0.00621117158594319
"18596","Pdgfrb","mmu04072","Phospholipase D signaling pathway",0.00621117158594319
"24088","Tlr2","mmu04613","Neutrophil extracellular trap formation",0.00756828724671403
"21898","Tlr4","mmu04613","Neutrophil extracellular trap formation",0.00756828724671403
"56717","Mtor","mmu04613","Neutrophil extracellular trap formation",0.00756828724671403
"11651","Akt1","mmu04613","Neutrophil extracellular trap formation",0.00756828724671403
"20963","Syk","mmu04613","Neutrophil extracellular trap formation",0.00756828724671403
"11596","Ager","mmu04613","Neutrophil extracellular trap formation",0.00756828724671403
"26416","Mapk14","mmu04613","Neutrophil extracellular trap formation",0.00756828724671403
"21898","Tlr4","mmu04064","NF-kappa B signaling pathway",0.00756828724671403
"11920","Atm","mmu04064","NF-kappa B signaling pathway",0.00756828724671403
"20963","Syk","mmu04064","NF-kappa B signaling pathway",0.00756828724671403
"21926","Tnf","mmu04064","NF-kappa B signaling pathway",0.00756828724671403
"16992","Lta","mmu04064","NF-kappa B signaling pathway",0.00756828724671403
"21808","Tgfb2","mmu04110","Cell cycle",0.00787815988518078
"11920","Atm","mmu04110","Cell cycle",0.00787815988518078
"245000","Atr","mmu04110","Cell cycle",0.00787815988518078
"12534","Cdk1","mmu04110","Cell cycle",0.00787815988518078
"12575","Cdkn1a","mmu04110","Cell cycle",0.00787815988518078
"17126","Smad2","mmu04110","Cell cycle",0.00787815988518078
"12028","Bax","mmu04215","Apoptosis - multiple species",0.00790028467341776
"12367","Casp3","mmu04215","Apoptosis - multiple species",0.00790028467341776
"18053","Ngfr","mmu04215","Apoptosis - multiple species",0.00790028467341776
"93759","Sirt1","mmu05031","Amphetamine addiction",0.00919412813659892
"13488","Drd1","mmu05031","Amphetamine addiction",0.00919412813659892
"11838","Arc","mmu05031","Amphetamine addiction",0.00919412813659892
"12322","Camk2a","mmu05031","Amphetamine addiction",0.00919412813659892
"12367","Casp3","mmu04148","Efferocytosis",0.00926567177895018
"93759","Sirt1","mmu04148","Efferocytosis",0.00926567177895018
"14083","Ptk2","mmu04148","Efferocytosis",0.00926567177895018
"11596","Ager","mmu04148","Efferocytosis",0.00926567177895018
"26416","Mapk14","mmu04148","Efferocytosis",0.00926567177895018
"12322","Camk2a","mmu04148","Efferocytosis",0.00926567177895018
"12064","Bdnf","mmu04024","cAMP signaling pathway",0.010637072398222
"13489","Drd2","mmu04024","cAMP signaling pathway",0.010637072398222
"11651","Akt1","mmu04024","cAMP signaling pathway",0.010637072398222
"13488","Drd1","mmu04024","cAMP signaling pathway",0.010637072398222
"14634","Gli3","mmu04024","cAMP signaling pathway",0.010637072398222
"19877","Rock1","mmu04024","cAMP signaling pathway",0.010637072398222
"12322","Camk2a","mmu04024","cAMP signaling pathway",0.010637072398222
"16653","Kras","mmu04917","Prolactin signaling pathway",0.0115568637140295
"20848","Stat3","mmu04917","Prolactin signaling pathway",0.0115568637140295
"11651","Akt1","mmu04917","Prolactin signaling pathway",0.0115568637140295
"26416","Mapk14","mmu04917","Prolactin signaling pathway",0.0115568637140295
"16653","Kras","mmu04650","Natural killer cell mediated cytotoxicity",0.0117287925342459
"12367","Casp3","mmu04650","Natural killer cell mediated cytotoxicity",0.0117287925342459
"20963","Syk","mmu04650","Natural killer cell mediated cytotoxicity",0.0117287925342459
"15975","Ifnar1","mmu04650","Natural killer cell mediated cytotoxicity",0.0117287925342459
"21926","Tnf","mmu04650","Natural killer cell mediated cytotoxicity",0.0117287925342459
"14960","H2-Aa","mmu05320","Autoimmune thyroid disease",0.0125209631686513
"14961","H2-Ab1","mmu05320","Autoimmune thyroid disease",0.0125209631686513
"14969","H2-Eb1","mmu05320","Autoimmune thyroid disease",0.0125209631686513
"100504404","H2-Ea","mmu05320","Autoimmune thyroid disease",0.0125209631686513
"12389","Cav1","mmu05100","Bacterial invasion of epithelial cells",0.013019689219899
"12550","Cdh1","mmu05100","Bacterial invasion of epithelial cells",0.013019689219899
"16412","Itgb1","mmu05100","Bacterial invasion of epithelial cells",0.013019689219899
"14083","Ptk2","mmu05100","Bacterial invasion of epithelial cells",0.013019689219899
"16193","Il6","mmu05143","African trypanosomiasis",0.0130876467908903
"14063","F2rl1","mmu05143","African trypanosomiasis",0.0130876467908903
"21926","Tnf","mmu05143","African trypanosomiasis",0.0130876467908903
"16653","Kras","mmu04810","Regulation of actin cytoskeleton",0.0131945775645272
"16412","Itgb1","mmu04810","Regulation of actin cytoskeleton",0.0131945775645272
"11651","Akt1","mmu04810","Regulation of actin cytoskeleton",0.0131945775645272
"14083","Ptk2","mmu04810","Regulation of actin cytoskeleton",0.0131945775645272
"19877","Rock1","mmu04810","Regulation of actin cytoskeleton",0.0131945775645272
"18596","Pdgfrb","mmu04810","Regulation of actin cytoskeleton",0.0131945775645272
"14179","Fgf8","mmu04810","Regulation of actin cytoskeleton",0.0131945775645272
"12064","Bdnf","mmu04014","Ras signaling pathway",0.0137100593774779
"16653","Kras","mmu04014","Ras signaling pathway",0.0137100593774779
"18053","Ngfr","mmu04014","Ras signaling pathway",0.0137100593774779
"11651","Akt1","mmu04014","Ras signaling pathway",0.0137100593774779
"22339","Vegfa","mmu04014","Ras signaling pathway",0.0137100593774779
"18596","Pdgfrb","mmu04014","Ras signaling pathway",0.0137100593774779
"14179","Fgf8","mmu04014","Ras signaling pathway",0.0137100593774779
"56458","Foxo1","mmu04517","IgSF CAM signaling",0.0138353199962864
"12550","Cdh1","mmu04517","IgSF CAM signaling",0.0138353199962864
"22152","Tubb3","mmu04517","IgSF CAM signaling",0.0138353199962864
"16412","Itgb1","mmu04517","IgSF CAM signaling",0.0138353199962864
"11651","Akt1","mmu04517","IgSF CAM signaling",0.0138353199962864
"14083","Ptk2","mmu04517","IgSF CAM signaling",0.0138353199962864
"26416","Mapk14","mmu04517","IgSF CAM signaling",0.0138353199962864
"12558","Cdh2","mmu04517","IgSF CAM signaling",0.0138353199962864
"16439","Itpr2","mmu04750","Inflammatory mediator regulation of TRP channels",0.0155986170278011
"193034","Trpv1","mmu04750","Inflammatory mediator regulation of TRP channels",0.0155986170278011
"14063","F2rl1","mmu04750","Inflammatory mediator regulation of TRP channels",0.0155986170278011
"26416","Mapk14","mmu04750","Inflammatory mediator regulation of TRP channels",0.0155986170278011
"12322","Camk2a","mmu04750","Inflammatory mediator regulation of TRP channels",0.0155986170278011
"56458","Foxo1","mmu04910","Insulin signaling pathway",0.0210277894601657
"56717","Mtor","mmu04910","Insulin signaling pathway",0.0210277894601657
"19017","Ppargc1a","mmu04910","Insulin signaling pathway",0.0210277894601657
"16653","Kras","mmu04910","Insulin signaling pathway",0.0210277894601657
"11651","Akt1","mmu04910","Insulin signaling pathway",0.0210277894601657
"19220","Ptgfr","mmu04080","Neuroactive ligand-receptor interaction",0.0210277894601657
"16847","Lepr","mmu04080","Neuroactive ligand-receptor interaction",0.0210277894601657
"13489","Drd2","mmu04080","Neuroactive ligand-receptor interaction",0.0210277894601657
"110834","Chrna3","mmu04080","Neuroactive ligand-receptor interaction",0.0210277894601657
"110835","Chrna5","mmu04080","Neuroactive ligand-receptor interaction",0.0210277894601657
"108015","Chrnb4","mmu04080","Neuroactive ligand-receptor interaction",0.0210277894601657
"193034","Trpv1","mmu04080","Neuroactive ligand-receptor interaction",0.0210277894601657
"13488","Drd1","mmu04080","Neuroactive ligand-receptor interaction",0.0210277894601657
"14063","F2rl1","mmu04080","Neuroactive ligand-receptor interaction",0.0210277894601657
"16653","Kras","mmu04912","GnRH signaling pathway",0.0212397766766301
"16439","Itpr2","mmu04912","GnRH signaling pathway",0.0212397766766301
"26416","Mapk14","mmu04912","GnRH signaling pathway",0.0212397766766301
"12322","Camk2a","mmu04912","GnRH signaling pathway",0.0212397766766301
"12064","Bdnf","mmu05030","Cocaine addiction",0.0220647585828961
"13489","Drd2","mmu05030","Cocaine addiction",0.0220647585828961
"13488","Drd1","mmu05030","Cocaine addiction",0.0220647585828961
"16653","Kras","mmu04914","Progesterone-mediated oocyte maturation",0.0234517446929464
"12534","Cdk1","mmu04914","Progesterone-mediated oocyte maturation",0.0234517446929464
"11651","Akt1","mmu04914","Progesterone-mediated oocyte maturation",0.0234517446929464
"26416","Mapk14","mmu04914","Progesterone-mediated oocyte maturation",0.0234517446929464
"16193","Il6","mmu04061","Viral protein interaction with cytokine and cytokine receptor",0.0250530462994073
"20296","Ccl2","mmu04061","Viral protein interaction with cytokine and cytokine receptor",0.0250530462994073
"21926","Tnf","mmu04061","Viral protein interaction with cytokine and cytokine receptor",0.0250530462994073
"16992","Lta","mmu04061","Viral protein interaction with cytokine and cytokine receptor",0.0250530462994073
"12389","Cav1","mmu04144","Endocytosis",0.0255377769157718
"18854","Pml","mmu04144","Endocytosis",0.0255377769157718
"53869","Rab11a","mmu04144","Endocytosis",0.0255377769157718
"193740","Hspa1a","mmu04144","Endocytosis",0.0255377769157718
"15511","Hspa1b","mmu04144","Endocytosis",0.0255377769157718
"17126","Smad2","mmu04144","Endocytosis",0.0255377769157718
"14773","Grk5","mmu04144","Endocytosis",0.0255377769157718
"14960","H2-Aa","mmu05322","Systemic lupus erythematosus",0.0265130629203631
"14961","H2-Ab1","mmu05322","Systemic lupus erythematosus",0.0265130629203631
"14969","H2-Eb1","mmu05322","Systemic lupus erythematosus",0.0265130629203631
"100504404","H2-Ea","mmu05322","Systemic lupus erythematosus",0.0265130629203631
"21926","Tnf","mmu05322","Systemic lupus erythematosus",0.0265130629203631
"56717","Mtor","mmu05231","Choline metabolism in cancer",0.0272915476115819
"16653","Kras","mmu05231","Choline metabolism in cancer",0.0272915476115819
"11651","Akt1","mmu05231","Choline metabolism in cancer",0.0272915476115819
"18596","Pdgfrb","mmu05231","Choline metabolism in cancer",0.0272915476115819
"16842","Lef1","mmu04916","Melanogenesis",0.0288383377507711
"16653","Kras","mmu04916","Melanogenesis",0.0288383377507711
"14368","Fzd6","mmu04916","Melanogenesis",0.0288383377507711
"12322","Camk2a","mmu04916","Melanogenesis",0.0288383377507711
"21808","Tgfb2","mmu05410","Hypertrophic cardiomyopathy",0.0288383377507711
"16193","Il6","mmu05410","Hypertrophic cardiomyopathy",0.0288383377507711
"16412","Itgb1","mmu05410","Hypertrophic cardiomyopathy",0.0288383377507711
"21926","Tnf","mmu05410","Hypertrophic cardiomyopathy",0.0288383377507711
"56717","Mtor","mmu04150","mTOR signaling pathway",0.0317644422851874
"16653","Kras","mmu04150","mTOR signaling pathway",0.0317644422851874
"11651","Akt1","mmu04150","mTOR signaling pathway",0.0317644422851874
"14368","Fzd6","mmu04150","mTOR signaling pathway",0.0317644422851874
"21926","Tnf","mmu04150","mTOR signaling pathway",0.0317644422851874
"16842","Lef1","mmu04934","Cushing syndrome",0.0348319731106895
"16439","Itpr2","mmu04934","Cushing syndrome",0.0348319731106895
"14368","Fzd6","mmu04934","Cushing syndrome",0.0348319731106895
"12575","Cdkn1a","mmu04934","Cushing syndrome",0.0348319731106895
"12322","Camk2a","mmu04934","Cushing syndrome",0.0348319731106895
"16653","Kras","mmu04929","GnRH secretion",0.0430033751144748
"16439","Itpr2","mmu04929","GnRH secretion",0.0430033751144748
"11651","Akt1","mmu04929","GnRH secretion",0.0430033751144748
"56717","Mtor","mmu05014","Amyotrophic lateral sclerosis",0.044304391190643
"12028","Bax","mmu05014","Amyotrophic lateral sclerosis",0.044304391190643
"12367","Casp3","mmu05014","Amyotrophic lateral sclerosis",0.044304391190643
"22152","Tubb3","mmu05014","Amyotrophic lateral sclerosis",0.044304391190643
"18126","Nos2","mmu05014","Amyotrophic lateral sclerosis",0.044304391190643
"20655","Sod1","mmu05014","Amyotrophic lateral sclerosis",0.044304391190643
"21926","Tnf","mmu05014","Amyotrophic lateral sclerosis",0.044304391190643
"26416","Mapk14","mmu05014","Amyotrophic lateral sclerosis",0.044304391190643
"16842","Lef1","mmu04310","Wnt signaling pathway",0.0461259035889598
"93759","Sirt1","mmu04310","Wnt signaling pathway",0.0461259035889598
"19164","Psen1","mmu04310","Wnt signaling pathway",0.0461259035889598
"14368","Fzd6","mmu04310","Wnt signaling pathway",0.0461259035889598
"12322","Camk2a","mmu04310","Wnt signaling pathway",0.0461259035889598
"18024","Nfe2l2","mmu04141","Protein processing in endoplasmic reticulum",0.0489168231977448
"12028","Bax","mmu04141","Protein processing in endoplasmic reticulum",0.0489168231977448
"12955","Cryab","mmu04141","Protein processing in endoplasmic reticulum",0.0489168231977448
"193740","Hspa1a","mmu04141","Protein processing in endoplasmic reticulum",0.0489168231977448
"15511","Hspa1b","mmu04141","Protein processing in endoplasmic reticulum",0.0489168231977448
"16412","Itgb1","mmu04670","Leukocyte transendothelial migration",0.0489669135125899
"14083","Ptk2","mmu04670","Leukocyte transendothelial migration",0.0489669135125899
"26416","Mapk14","mmu04670","Leukocyte transendothelial migration",0.0489669135125899
"19877","Rock1","mmu04670","Leukocyte transendothelial migration",0.0489669135125899
"16653","Kras","mmu04720","Long-term potentiation",0.0489669135125899
"16439","Itpr2","mmu04720","Long-term potentiation",0.0489669135125899
"12322","Camk2a","mmu04720","Long-term potentiation",0.0489669135125899
