"gene_entrez_id","gene_symbol","pathway_id","pathway_description","p_adjusted"
"11651","Akt1","mmu05224","Breast cancer",4.08544959356644e-05
"14368","Fzd6","mmu05224","Breast cancer",4.08544959356644e-05
"18132","Notch4","mmu05224","Breast cancer",4.08544959356644e-05
"12575","Cdkn1a","mmu05224","Breast cancer",4.08544959356644e-05
"14179","Fgf8","mmu05224","Breast cancer",4.08544959356644e-05
"56717","Mtor","mmu04935","Growth hormone synthesis, secretion and action",5.985905353226e-05
"16653","Kras","mmu04935","Growth hormone synthesis, secretion and action",5.985905353226e-05
"16439","Itpr2","mmu04935","Growth hormone synthesis, secretion and action",5.985905353226e-05
"16009","Igfbp3","mmu04935","Growth hormone synthesis, secretion and action",5.985905353226e-05
"20848","Stat3","mmu04935","Growth hormone synthesis, secretion and action",5.985905353226e-05
"11651","Akt1","mmu04935","Growth hormone synthesis, secretion and action",5.985905353226e-05
"14083","Ptk2","mmu04935","Growth hormone synthesis, secretion and action",5.985905353226e-05
"26416","Mapk14","mmu04935","Growth hormone synthesis, secretion and action",5.985905353226e-05
"16653","Kras","mmu04540","Gap junction",6.95415734815343e-05
"16439","Itpr2","mmu04540","Gap junction",6.95415734815343e-05
"22152","Tubb3","mmu04540","Gap junction",6.95415734815343e-05
"13489","Drd2","mmu04540","Gap junction",6.95415734815343e-05
"12534","Cdk1","mmu04540","Gap junction",6.95415734815343e-05
"13488","Drd1","mmu04540","Gap junction",6.95415734815343e-05
"18596","Pdgfrb","mmu04540","Gap junction",6.95415734815343e-05
"12064","Bdnf","mmu04722","Neurotrophin signaling pathway",7.22242939410637e-05
"16653","Kras","mmu04722","Neurotrophin signaling pathway",7.22242939410637e-05
"12028","Bax","mmu04722","Neurotrophin signaling pathway",7.22242939410637e-05
"18053","Ngfr","mmu04722","Neurotrophin signaling pathway",7.22242939410637e-05
"19164","Psen1","mmu04722","Neurotrophin signaling pathway",7.22242939410637e-05
"11651","Akt1","mmu04722","Neurotrophin signaling pathway",7.22242939410637e-05
"26416","Mapk14","mmu04722","Neurotrophin signaling pathway",7.22242939410637e-05
"12322","Camk2a","mmu04722","Neurotrophin signaling pathway",7.22242939410637e-05
"18127","Nos3","mmu04370","VEGF signaling pathway",7.22242939410637e-05
"16653","Kras","mmu04370","VEGF signaling pathway",7.22242939410637e-05
"11651","Akt1","mmu04370","VEGF signaling pathway",7.22242939410637e-05
"14083","Ptk2","mmu04370","VEGF signaling pathway",7.22242939410637e-05
"26416","Mapk14","mmu04370","VEGF signaling pathway",7.22242939410637e-05
"22339","Vegfa","mmu04370","VEGF signaling pathway",7.22242939410637e-05
"16842","Lef1","mmu05213","Endometrial cancer",7.22242939410637e-05
"16653","Kras","mmu05213","Endometrial cancer",7.22242939410637e-05
"12028","Bax","mmu05213","Endometrial cancer",7.22242939410637e-05
"12550","Cdh1","mmu05213","Endometrial cancer",7.22242939410637e-05
"11651","Akt1","mmu05213","Endometrial cancer",7.22242939410637e-05
"12575","Cdkn1a","mmu05213","Endometrial cancer",7.22242939410637e-05
"24088","Tlr2","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",7.56626939640694e-05
"21898","Tlr4","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",7.56626939640694e-05
"56717","Mtor","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",7.56626939640694e-05
"16653","Kras","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",7.56626939640694e-05
"20848","Stat3","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",7.56626939640694e-05
"11651","Akt1","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",7.56626939640694e-05
"26416","Mapk14","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",7.56626939640694e-05
"16193","Il6","mmu05332","Graft-versus-host disease",8.52132187742352e-05
"14960","H2-Aa","mmu05332","Graft-versus-host disease",8.52132187742352e-05
"14961","H2-Ab1","mmu05332","Graft-versus-host disease",8.52132187742352e-05
"14969","H2-Eb1","mmu05332","Graft-versus-host disease",8.52132187742352e-05
"100504404","H2-Ea","mmu05332","Graft-versus-host disease",8.52132187742352e-05
"21926","Tnf","mmu05332","Graft-versus-host disease",8.52132187742352e-05
"16842","Lef1","mmu05216","Thyroid cancer",0.000100911437977299
"16653","Kras","mmu05216","Thyroid cancer",0.000100911437977299
"12028","Bax","mmu05216","Thyroid cancer",0.000100911437977299
"12550","Cdh1","mmu05216","Thyroid cancer",0.000100911437977299
"12575","Cdkn1a","mmu05216","Thyroid cancer",0.000100911437977299
"16193","Il6","mmu04640","Hematopoietic cell lineage",0.000111300260495944
"14960","H2-Aa","mmu04640","Hematopoietic cell lineage",0.000111300260495944
"14961","H2-Ab1","mmu04640","Hematopoietic cell lineage",0.000111300260495944
"14969","H2-Eb1","mmu04640","Hematopoietic cell lineage",0.000111300260495944
"100504404","H2-Ea","mmu04640","Hematopoietic cell lineage",0.000111300260495944
"21926","Tnf","mmu04640","Hematopoietic cell lineage",0.000111300260495944
"12982","Csf2ra","mmu04640","Hematopoietic cell lineage",0.000111300260495944
"16847","Lepr","mmu04630","JAK-STAT signaling pathway",0.000115738035141591
"56717","Mtor","mmu04630","JAK-STAT signaling pathway",0.000115738035141591
"16193","Il6","mmu04630","JAK-STAT signaling pathway",0.000115738035141591
"20848","Stat3","mmu04630","JAK-STAT signaling pathway",0.000115738035141591
"11651","Akt1","mmu04630","JAK-STAT signaling pathway",0.000115738035141591
"15975","Ifnar1","mmu04630","JAK-STAT signaling pathway",0.000115738035141591
"12575","Cdkn1a","mmu04630","JAK-STAT signaling pathway",0.000115738035141591
"18596","Pdgfrb","mmu04630","JAK-STAT signaling pathway",0.000115738035141591
"12982","Csf2ra","mmu04630","JAK-STAT signaling pathway",0.000115738035141591
"16653","Kras","mmu04015","Rap1 signaling pathway",0.000115738035141591
"12550","Cdh1","mmu04015","Rap1 signaling pathway",0.000115738035141591
"16412","Itgb1","mmu04015","Rap1 signaling pathway",0.000115738035141591
"13489","Drd2","mmu04015","Rap1 signaling pathway",0.000115738035141591
"18053","Ngfr","mmu04015","Rap1 signaling pathway",0.000115738035141591
"11651","Akt1","mmu04015","Rap1 signaling pathway",0.000115738035141591
"26416","Mapk14","mmu04015","Rap1 signaling pathway",0.000115738035141591
"22339","Vegfa","mmu04015","Rap1 signaling pathway",0.000115738035141591
"18596","Pdgfrb","mmu04015","Rap1 signaling pathway",0.000115738035141591
"14179","Fgf8","mmu04015","Rap1 signaling pathway",0.000115738035141591
"16653","Kras","mmu04550","Signaling pathways regulating pluripotency of stem cells",0.000185047204500342
"20848","Stat3","mmu04550","Signaling pathways regulating pluripotency of stem cells",0.000185047204500342
"15902","Id2","mmu04550","Signaling pathways regulating pluripotency of stem cells",0.000185047204500342
"11651","Akt1","mmu04550","Signaling pathways regulating pluripotency of stem cells",0.000185047204500342
"14368","Fzd6","mmu04550","Signaling pathways regulating pluripotency of stem cells",0.000185047204500342
"26416","Mapk14","mmu04550","Signaling pathways regulating pluripotency of stem cells",0.000185047204500342
"18999","Pou5f1","mmu04550","Signaling pathways regulating pluripotency of stem cells",0.000185047204500342
"17126","Smad2","mmu04550","Signaling pathways regulating pluripotency of stem cells",0.000185047204500342
"16193","Il6","mmu04672","Intestinal immune network for IgA production",0.000196346130647643
"14960","H2-Aa","mmu04672","Intestinal immune network for IgA production",0.000196346130647643
"14961","H2-Ab1","mmu04672","Intestinal immune network for IgA production",0.000196346130647643
"14969","H2-Eb1","mmu04672","Intestinal immune network for IgA production",0.000196346130647643
"100504404","H2-Ea","mmu04672","Intestinal immune network for IgA production",0.000196346130647643
"24088","Tlr2","mmu04620","Toll-like receptor signaling pathway",0.000196346130647643
"21898","Tlr4","mmu04620","Toll-like receptor signaling pathway",0.000196346130647643
"16193","Il6","mmu04620","Toll-like receptor signaling pathway",0.000196346130647643
"11651","Akt1","mmu04620","Toll-like receptor signaling pathway",0.000196346130647643
"15975","Ifnar1","mmu04620","Toll-like receptor signaling pathway",0.000196346130647643
"21926","Tnf","mmu04620","Toll-like receptor signaling pathway",0.000196346130647643
"26416","Mapk14","mmu04620","Toll-like receptor signaling pathway",0.000196346130647643
"56458","Foxo1","mmu04922","Glucagon signaling pathway",0.000196346130647643
"19017","Ppargc1a","mmu04922","Glucagon signaling pathway",0.000196346130647643
"16439","Itpr2","mmu04922","Glucagon signaling pathway",0.000196346130647643
"18746","Pkm","mmu04922","Glucagon signaling pathway",0.000196346130647643
"93759","Sirt1","mmu04922","Glucagon signaling pathway",0.000196346130647643
"11651","Akt1","mmu04922","Glucagon signaling pathway",0.000196346130647643
"12322","Camk2a","mmu04922","Glucagon signaling pathway",0.000196346130647643
"56717","Mtor","mmu05010","Alzheimer disease",0.00020487416663545
"16193","Il6","mmu05010","Alzheimer disease",0.00020487416663545
"16653","Kras","mmu05010","Alzheimer disease",0.00020487416663545
"16439","Itpr2","mmu05010","Alzheimer disease",0.00020487416663545
"12367","Casp3","mmu05010","Alzheimer disease",0.00020487416663545
"22152","Tubb3","mmu05010","Alzheimer disease",0.00020487416663545
"18126","Nos2","mmu05010","Alzheimer disease",0.00020487416663545
"17762","Mapt","mmu05010","Alzheimer disease",0.00020487416663545
"19164","Psen1","mmu05010","Alzheimer disease",0.00020487416663545
"11651","Akt1","mmu05010","Alzheimer disease",0.00020487416663545
"14368","Fzd6","mmu05010","Alzheimer disease",0.00020487416663545
"21926","Tnf","mmu05010","Alzheimer disease",0.00020487416663545
"11596","Ager","mmu05010","Alzheimer disease",0.00020487416663545
"16847","Lepr","mmu04920","Adipocytokine signaling pathway",0.000210008264120859
"56717","Mtor","mmu04920","Adipocytokine signaling pathway",0.000210008264120859
"19017","Ppargc1a","mmu04920","Adipocytokine signaling pathway",0.000210008264120859
"20848","Stat3","mmu04920","Adipocytokine signaling pathway",0.000210008264120859
"11651","Akt1","mmu04920","Adipocytokine signaling pathway",0.000210008264120859
"21926","Tnf","mmu04920","Adipocytokine signaling pathway",0.000210008264120859
"16193","Il6","mmu04625","C-type lectin receptor signaling pathway",0.000299099256018314
"16653","Kras","mmu04625","C-type lectin receptor signaling pathway",0.000299099256018314
"16439","Itpr2","mmu04625","C-type lectin receptor signaling pathway",0.000299099256018314
"11651","Akt1","mmu04625","C-type lectin receptor signaling pathway",0.000299099256018314
"20963","Syk","mmu04625","C-type lectin receptor signaling pathway",0.000299099256018314
"21926","Tnf","mmu04625","C-type lectin receptor signaling pathway",0.000299099256018314
"26416","Mapk14","mmu04625","C-type lectin receptor signaling pathway",0.000299099256018314
"21808","Tgfb2","mmu05144","Malaria",0.000299099256018314
"24088","Tlr2","mmu05144","Malaria",0.000299099256018314
"21898","Tlr4","mmu05144","Malaria",0.000299099256018314
"16193","Il6","mmu05144","Malaria",0.000299099256018314
"20296","Ccl2","mmu05144","Malaria",0.000299099256018314
"21926","Tnf","mmu05144","Malaria",0.000299099256018314
"226519","Lamc1","mmu04518","Integrin signaling",0.000311208255089027
"56717","Mtor","mmu04518","Integrin signaling",0.000311208255089027
"12550","Cdh1","mmu04518","Integrin signaling",0.000311208255089027
"16412","Itgb1","mmu04518","Integrin signaling",0.000311208255089027
"11651","Akt1","mmu04518","Integrin signaling",0.000311208255089027
"14083","Ptk2","mmu04518","Integrin signaling",0.000311208255089027
"22339","Vegfa","mmu04518","Integrin signaling",0.000311208255089027
"18596","Pdgfrb","mmu04518","Integrin signaling",0.000311208255089027
"24088","Tlr2","mmu05132","Salmonella infection",0.000399397986855306
"16842","Lef1","mmu05132","Salmonella infection",0.000399397986855306
"21898","Tlr4","mmu05132","Salmonella infection",0.000399397986855306
"16193","Il6","mmu05132","Salmonella infection",0.000399397986855306
"12028","Bax","mmu05132","Salmonella infection",0.000399397986855306
"12367","Casp3","mmu05132","Salmonella infection",0.000399397986855306
"22152","Tubb3","mmu05132","Salmonella infection",0.000399397986855306
"11651","Akt1","mmu05132","Salmonella infection",0.000399397986855306
"21926","Tnf","mmu05132","Salmonella infection",0.000399397986855306
"26416","Mapk14","mmu05132","Salmonella infection",0.000399397986855306
"16193","Il6","mmu04668","TNF signaling pathway",0.000400049967022959
"12367","Casp3","mmu04668","TNF signaling pathway",0.000400049967022959
"20296","Ccl2","mmu04668","TNF signaling pathway",0.000400049967022959
"11651","Akt1","mmu04668","TNF signaling pathway",0.000400049967022959
"21926","Tnf","mmu04668","TNF signaling pathway",0.000400049967022959
"16992","Lta","mmu04668","TNF signaling pathway",0.000400049967022959
"26416","Mapk14","mmu04668","TNF signaling pathway",0.000400049967022959
"12290","Cacna1e","mmu04020","Calcium signaling pathway",0.000415469853154418
"19220","Ptgfr","mmu04020","Calcium signaling pathway",0.000415469853154418
"18127","Nos3","mmu04020","Calcium signaling pathway",0.000415469853154418
"16439","Itpr2","mmu04020","Calcium signaling pathway",0.000415469853154418
"18126","Nos2","mmu04020","Calcium signaling pathway",0.000415469853154418
"13488","Drd1","mmu04020","Calcium signaling pathway",0.000415469853154418
"22339","Vegfa","mmu04020","Calcium signaling pathway",0.000415469853154418
"12322","Camk2a","mmu04020","Calcium signaling pathway",0.000415469853154418
"18596","Pdgfrb","mmu04020","Calcium signaling pathway",0.000415469853154418
"14179","Fgf8","mmu04020","Calcium signaling pathway",0.000415469853154418
"56717","Mtor","mmu04012","ErbB signaling pathway",0.000456707902451555
"16653","Kras","mmu04012","ErbB signaling pathway",0.000456707902451555
"11651","Akt1","mmu04012","ErbB signaling pathway",0.000456707902451555
"14083","Ptk2","mmu04012","ErbB signaling pathway",0.000456707902451555
"12575","Cdkn1a","mmu04012","ErbB signaling pathway",0.000456707902451555
"12322","Camk2a","mmu04012","ErbB signaling pathway",0.000456707902451555
"16653","Kras","mmu05160","Hepatitis C",0.000475043810801774
"12028","Bax","mmu05160","Hepatitis C",0.000475043810801774
"12367","Casp3","mmu05160","Hepatitis C",0.000475043810801774
"20848","Stat3","mmu05160","Hepatitis C",0.000475043810801774
"11651","Akt1","mmu05160","Hepatitis C",0.000475043810801774
"15975","Ifnar1","mmu05160","Hepatitis C",0.000475043810801774
"21926","Tnf","mmu05160","Hepatitis C",0.000475043810801774
"12575","Cdkn1a","mmu05160","Hepatitis C",0.000475043810801774
"18127","Nos3","mmu04611","Platelet activation",0.000574562672086447
"16439","Itpr2","mmu04611","Platelet activation",0.000574562672086447
"16412","Itgb1","mmu04611","Platelet activation",0.000574562672086447
"11651","Akt1","mmu04611","Platelet activation",0.000574562672086447
"20963","Syk","mmu04611","Platelet activation",0.000574562672086447
"26416","Mapk14","mmu04611","Platelet activation",0.000574562672086447
"19877","Rock1","mmu04611","Platelet activation",0.000574562672086447
"18024","Nfe2l2","mmu05012","Parkinson disease",0.000706166039709309
"16439","Itpr2","mmu05012","Parkinson disease",0.000706166039709309
"12028","Bax","mmu05012","Parkinson disease",0.000706166039709309
"12367","Casp3","mmu05012","Parkinson disease",0.000706166039709309
"22152","Tubb3","mmu05012","Parkinson disease",0.000706166039709309
"13489","Drd2","mmu05012","Parkinson disease",0.000706166039709309
"17762","Mapt","mmu05012","Parkinson disease",0.000706166039709309
"13488","Drd1","mmu05012","Parkinson disease",0.000706166039709309
"20655","Sod1","mmu05012","Parkinson disease",0.000706166039709309
"12322","Camk2a","mmu05012","Parkinson disease",0.000706166039709309
"18127","Nos3","mmu04071","Sphingolipid signaling pathway",0.000706166039709309
"16653","Kras","mmu04071","Sphingolipid signaling pathway",0.000706166039709309
"12028","Bax","mmu04071","Sphingolipid signaling pathway",0.000706166039709309
"11651","Akt1","mmu04071","Sphingolipid signaling pathway",0.000706166039709309
"21926","Tnf","mmu04071","Sphingolipid signaling pathway",0.000706166039709309
"26416","Mapk14","mmu04071","Sphingolipid signaling pathway",0.000706166039709309
"19877","Rock1","mmu04071","Sphingolipid signaling pathway",0.000706166039709309
"18127","Nos3","mmu04926","Relaxin signaling pathway",0.000706166039709309
"16653","Kras","mmu04926","Relaxin signaling pathway",0.000706166039709309
"18126","Nos2","mmu04926","Relaxin signaling pathway",0.000706166039709309
"11651","Akt1","mmu04926","Relaxin signaling pathway",0.000706166039709309
"26416","Mapk14","mmu04926","Relaxin signaling pathway",0.000706166039709309
"22339","Vegfa","mmu04926","Relaxin signaling pathway",0.000706166039709309
"17126","Smad2","mmu04926","Relaxin signaling pathway",0.000706166039709309
"12389","Cav1","mmu05416","Viral myocarditis",0.000786983706934942
"12367","Casp3","mmu05416","Viral myocarditis",0.000786983706934942
"14960","H2-Aa","mmu05416","Viral myocarditis",0.000786983706934942
"14961","H2-Ab1","mmu05416","Viral myocarditis",0.000786983706934942
"14969","H2-Eb1","mmu05416","Viral myocarditis",0.000786983706934942
"100504404","H2-Ea","mmu05416","Viral myocarditis",0.000786983706934942
"14960","H2-Aa","mmu05330","Allograft rejection",0.000786983706934942
"14961","H2-Ab1","mmu05330","Allograft rejection",0.000786983706934942
"14969","H2-Eb1","mmu05330","Allograft rejection",0.000786983706934942
"100504404","H2-Ea","mmu05330","Allograft rejection",0.000786983706934942
"21926","Tnf","mmu05330","Allograft rejection",0.000786983706934942
"18024","Nfe2l2","mmu05208","Chemical carcinogenesis - reactive oxygen species",0.000835650476347795
"16653","Kras","mmu05208","Chemical carcinogenesis - reactive oxygen species",0.000835650476347795
"15368","Hmox1","mmu05208","Chemical carcinogenesis - reactive oxygen species",0.000835650476347795
"11651","Akt1","mmu05208","Chemical carcinogenesis - reactive oxygen species",0.000835650476347795
"14083","Ptk2","mmu05208","Chemical carcinogenesis - reactive oxygen species",0.000835650476347795
"20655","Sod1","mmu05208","Chemical carcinogenesis - reactive oxygen species",0.000835650476347795
"20656","Sod2","mmu05208","Chemical carcinogenesis - reactive oxygen species",0.000835650476347795
"26416","Mapk14","mmu05208","Chemical carcinogenesis - reactive oxygen species",0.000835650476347795
"22339","Vegfa","mmu05208","Chemical carcinogenesis - reactive oxygen species",0.000835650476347795
"16653","Kras","mmu04210","Apoptosis",0.000840463334193256
"16439","Itpr2","mmu04210","Apoptosis",0.000840463334193256
"12028","Bax","mmu04210","Apoptosis",0.000840463334193256
"12367","Casp3","mmu04210","Apoptosis",0.000840463334193256
"11920","Atm","mmu04210","Apoptosis",0.000840463334193256
"11651","Akt1","mmu04210","Apoptosis",0.000840463334193256
"21926","Tnf","mmu04210","Apoptosis",0.000840463334193256
"21808","Tgfb2","mmu04380","Osteoclast differentiation",0.000840463334193256
"16439","Itpr2","mmu04380","Osteoclast differentiation",0.000840463334193256
"11651","Akt1","mmu04380","Osteoclast differentiation",0.000840463334193256
"20963","Syk","mmu04380","Osteoclast differentiation",0.000840463334193256
"15975","Ifnar1","mmu04380","Osteoclast differentiation",0.000840463334193256
"21926","Tnf","mmu04380","Osteoclast differentiation",0.000840463334193256
"26416","Mapk14","mmu04380","Osteoclast differentiation",0.000840463334193256
"24088","Tlr2","mmu04145","Phagosome",0.000899331089003691
"21898","Tlr4","mmu04145","Phagosome",0.000899331089003691
"22152","Tubb3","mmu04145","Phagosome",0.000899331089003691
"16412","Itgb1","mmu04145","Phagosome",0.000899331089003691
"14960","H2-Aa","mmu04145","Phagosome",0.000899331089003691
"14961","H2-Ab1","mmu04145","Phagosome",0.000899331089003691
"14969","H2-Eb1","mmu04145","Phagosome",0.000899331089003691
"100504404","H2-Ea","mmu04145","Phagosome",0.000899331089003691
"16842","Lef1","mmu05217","Basal cell carcinoma",0.000937094715889128
"12028","Bax","mmu05217","Basal cell carcinoma",0.000937094715889128
"14634","Gli3","mmu05217","Basal cell carcinoma",0.000937094715889128
"14368","Fzd6","mmu05217","Basal cell carcinoma",0.000937094715889128
"12575","Cdkn1a","mmu05217","Basal cell carcinoma",0.000937094715889128
"16653","Kras","mmu04664","Fc epsilon RI signaling pathway",0.00115381130531234
"11651","Akt1","mmu04664","Fc epsilon RI signaling pathway",0.00115381130531234
"20963","Syk","mmu04664","Fc epsilon RI signaling pathway",0.00115381130531234
"21926","Tnf","mmu04664","Fc epsilon RI signaling pathway",0.00115381130531234
"26416","Mapk14","mmu04664","Fc epsilon RI signaling pathway",0.00115381130531234
"56717","Mtor","mmu05230","Central carbon metabolism in cancer",0.00140526405624797
"16653","Kras","mmu05230","Central carbon metabolism in cancer",0.00140526405624797
"18746","Pkm","mmu05230","Central carbon metabolism in cancer",0.00140526405624797
"11651","Akt1","mmu05230","Central carbon metabolism in cancer",0.00140526405624797
"18596","Pdgfrb","mmu05230","Central carbon metabolism in cancer",0.00140526405624797
"21808","Tgfb2","mmu05211","Renal cell carcinoma",0.00148672688170173
"16653","Kras","mmu05211","Renal cell carcinoma",0.00148672688170173
"11651","Akt1","mmu05211","Renal cell carcinoma",0.00148672688170173
"12575","Cdkn1a","mmu05211","Renal cell carcinoma",0.00148672688170173
"22339","Vegfa","mmu05211","Renal cell carcinoma",0.00148672688170173
"226519","Lamc1","mmu04510","Focal adhesion",0.00164537328876542
"12389","Cav1","mmu04510","Focal adhesion",0.00164537328876542
"16412","Itgb1","mmu04510","Focal adhesion",0.00164537328876542
"11651","Akt1","mmu04510","Focal adhesion",0.00164537328876542
"14083","Ptk2","mmu04510","Focal adhesion",0.00164537328876542
"22339","Vegfa","mmu04510","Focal adhesion",0.00164537328876542
"19877","Rock1","mmu04510","Focal adhesion",0.00164537328876542
"18596","Pdgfrb","mmu04510","Focal adhesion",0.00164537328876542
"16653","Kras","mmu05223","Non-small cell lung cancer",0.00164537328876542
"12028","Bax","mmu05223","Non-small cell lung cancer",0.00164537328876542
"20848","Stat3","mmu05223","Non-small cell lung cancer",0.00164537328876542
"11651","Akt1","mmu05223","Non-small cell lung cancer",0.00164537328876542
"12575","Cdkn1a","mmu05223","Non-small cell lung cancer",0.00164537328876542
"18127","Nos3","mmu04921","Oxytocin signaling pathway",0.00164537328876542
"16653","Kras","mmu04921","Oxytocin signaling pathway",0.00164537328876542
"16439","Itpr2","mmu04921","Oxytocin signaling pathway",0.00164537328876542
"54720","Rcan1","mmu04921","Oxytocin signaling pathway",0.00164537328876542
"12575","Cdkn1a","mmu04921","Oxytocin signaling pathway",0.00164537328876542
"19877","Rock1","mmu04921","Oxytocin signaling pathway",0.00164537328876542
"12322","Camk2a","mmu04921","Oxytocin signaling pathway",0.00164537328876542
"16653","Kras","mmu05219","Bladder cancer",0.00170334714962642
"12550","Cdh1","mmu05219","Bladder cancer",0.00170334714962642
"12575","Cdkn1a","mmu05219","Bladder cancer",0.00170334714962642
"22339","Vegfa","mmu05219","Bladder cancer",0.00170334714962642
"21808","Tgfb2","mmu04350","TGF-beta signaling pathway",0.00175371977085997
"15902","Id2","mmu04350","TGF-beta signaling pathway",0.00175371977085997
"21926","Tnf","mmu04350","TGF-beta signaling pathway",0.00175371977085997
"19877","Rock1","mmu04350","TGF-beta signaling pathway",0.00175371977085997
"17131","Smad7","mmu04350","TGF-beta signaling pathway",0.00175371977085997
"17126","Smad2","mmu04350","TGF-beta signaling pathway",0.00175371977085997
"21808","Tgfb2","mmu04390","Hippo signaling pathway",0.00186171714294369
"16842","Lef1","mmu04390","Hippo signaling pathway",0.00186171714294369
"12550","Cdh1","mmu04390","Hippo signaling pathway",0.00186171714294369
"15902","Id2","mmu04390","Hippo signaling pathway",0.00186171714294369
"14368","Fzd6","mmu04390","Hippo signaling pathway",0.00186171714294369
"17131","Smad7","mmu04390","Hippo signaling pathway",0.00186171714294369
"17126","Smad2","mmu04390","Hippo signaling pathway",0.00186171714294369
"16653","Kras","mmu04725","Cholinergic synapse",0.0018889108523021
"16439","Itpr2","mmu04725","Cholinergic synapse",0.0018889108523021
"110834","Chrna3","mmu04725","Cholinergic synapse",0.0018889108523021
"108015","Chrnb4","mmu04725","Cholinergic synapse",0.0018889108523021
"11651","Akt1","mmu04725","Cholinergic synapse",0.0018889108523021
"12322","Camk2a","mmu04725","Cholinergic synapse",0.0018889108523021
"21808","Tgfb2","mmu05220","Chronic myeloid leukemia",0.00200473341286349
"16653","Kras","mmu05220","Chronic myeloid leukemia",0.00200473341286349
"12028","Bax","mmu05220","Chronic myeloid leukemia",0.00200473341286349
"11651","Akt1","mmu05220","Chronic myeloid leukemia",0.00200473341286349
"12575","Cdkn1a","mmu05220","Chronic myeloid leukemia",0.00200473341286349
"16847","Lepr","mmu04932","Non-alcoholic fatty liver disease",0.00209860660553035
"16193","Il6","mmu04932","Non-alcoholic fatty liver disease",0.00209860660553035
"12028","Bax","mmu04932","Non-alcoholic fatty liver disease",0.00209860660553035
"12367","Casp3","mmu04932","Non-alcoholic fatty liver disease",0.00209860660553035
"11651","Akt1","mmu04932","Non-alcoholic fatty liver disease",0.00209860660553035
"21926","Tnf","mmu04932","Non-alcoholic fatty liver disease",0.00209860660553035
"26416","Mapk14","mmu04932","Non-alcoholic fatty liver disease",0.00209860660553035
"56458","Foxo1","mmu04919","Thyroid hormone signaling pathway",0.0024065814560293
"56717","Mtor","mmu04919","Thyroid hormone signaling pathway",0.0024065814560293
"16653","Kras","mmu04919","Thyroid hormone signaling pathway",0.0024065814560293
"11651","Akt1","mmu04919","Thyroid hormone signaling pathway",0.0024065814560293
"54720","Rcan1","mmu04919","Thyroid hormone signaling pathway",0.0024065814560293
"18132","Notch4","mmu04919","Thyroid hormone signaling pathway",0.0024065814560293
"21808","Tgfb2","mmu05415","Diabetic cardiomyopathy",0.00240801719037864
"56717","Mtor","mmu05415","Diabetic cardiomyopathy",0.00240801719037864
"18127","Nos3","mmu05415","Diabetic cardiomyopathy",0.00240801719037864
"11651","Akt1","mmu05415","Diabetic cardiomyopathy",0.00240801719037864
"11596","Ager","mmu05415","Diabetic cardiomyopathy",0.00240801719037864
"26416","Mapk14","mmu05415","Diabetic cardiomyopathy",0.00240801719037864
"12322","Camk2a","mmu05415","Diabetic cardiomyopathy",0.00240801719037864
"17126","Smad2","mmu05415","Diabetic cardiomyopathy",0.00240801719037864
"12028","Bax","mmu01524","Platinum drug resistance",0.00258264562778899
"12367","Casp3","mmu01524","Platinum drug resistance",0.00258264562778899
"11920","Atm","mmu01524","Platinum drug resistance",0.00258264562778899
"11651","Akt1","mmu01524","Platinum drug resistance",0.00258264562778899
"12575","Cdkn1a","mmu01524","Platinum drug resistance",0.00258264562778899
"56338","Txnip","mmu04621","NOD-like receptor signaling pathway",0.00258477609698314
"21898","Tlr4","mmu04621","NOD-like receptor signaling pathway",0.00258477609698314
"16193","Il6","mmu04621","NOD-like receptor signaling pathway",0.00258477609698314
"16439","Itpr2","mmu04621","NOD-like receptor signaling pathway",0.00258477609698314
"20296","Ccl2","mmu04621","NOD-like receptor signaling pathway",0.00258477609698314
"15975","Ifnar1","mmu04621","NOD-like receptor signaling pathway",0.00258477609698314
"21926","Tnf","mmu04621","NOD-like receptor signaling pathway",0.00258477609698314
"26416","Mapk14","mmu04621","NOD-like receptor signaling pathway",0.00258477609698314
"24088","Tlr2","mmu05171","Coronavirus disease - COVID-19",0.00259957461678422
"21898","Tlr4","mmu05171","Coronavirus disease - COVID-19",0.00259957461678422
"16193","Il6","mmu05171","Coronavirus disease - COVID-19",0.00259957461678422
"20296","Ccl2","mmu05171","Coronavirus disease - COVID-19",0.00259957461678422
"20848","Stat3","mmu05171","Coronavirus disease - COVID-19",0.00259957461678422
"20963","Syk","mmu05171","Coronavirus disease - COVID-19",0.00259957461678422
"50528","Tmprss2","mmu05171","Coronavirus disease - COVID-19",0.00259957461678422
"15975","Ifnar1","mmu05171","Coronavirus disease - COVID-19",0.00259957461678422
"21926","Tnf","mmu05171","Coronavirus disease - COVID-19",0.00259957461678422
"26416","Mapk14","mmu05171","Coronavirus disease - COVID-19",0.00259957461678422
"14645","Glul","mmu00220","Arginine biosynthesis",0.00265097482363907
"18127","Nos3","mmu00220","Arginine biosynthesis",0.00265097482363907
